##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_905332965.1	PRJNA1036669	SAMEA7520484	CAJOSQ000000000.1	representative genome	65598	65598	Bombus pascuorum	na	na	latest	Chromosome	Major	Full	2021/03/19	iyBomPasc1.1	WELLCOME SANGER INSTITUTE	GCA_905332965.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/332/965/GCF_905332965.1_iyBomPasc1.1	na	na	na	haploid	invertebrate	307548333	307537816	36.000000	17	81	81	NCBI RefSeq	GCF_905332965.1-RS_2023_11	2023/11/10	12432	10380	1835	na
GCF_000836235.2	PRJNA291600	SAMD00018698	BBJE00000000.1	representative genome	66420	66420	Papilio xuthus	na	na	latest	Scaffold	Minor	Full	2015/02/02	Pxut_1.1	Tokyo Institute of Technology	GCA_000836235.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/235/GCF_000836235.2_Pxut_1.1	na	na	na	haploid	invertebrate	223546057	219295223	34.000000	0	4763	9310	NCBI RefSeq	NCBI Papilio xuthus Annotation Release 100	2015/08/04	13205	12604	535	na
GCF_943734635.1	PRJNA922132	SAMEA12928215	CALSDP000000000.1	representative genome	68878	68878	Anopheles cruzii	na	na	latest	Chromosome	Major	Full	2022/06/24	idAnoCruzAS_RS32_06	WELLCOME SANGER INSTITUTE	GCA_943734635.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/734/635/GCF_943734635.1_idAnoCruzAS_RS32_06	na	na	na	haploid	invertebrate	184069349	182969213	49.000000	3	5088	5088	NCBI RefSeq	GCF_943734635.1-RS_2023_02	2023/02/23	12401	11841	452	na
GCF_026212275.2	PRJNA906155	SAMN29911678	JANIEV000000000.1	representative genome	69319	69319	Microplitis demolitor	na	Queensland-Clemson2020A	latest	Chromosome	Major	Full	2023/02/13	iyMicDemo2.1a	USDA-ARS	GCA_026212275.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/212/275/GCF_026212275.2_iyMicDemo2.1a	na	na	na	haploid	invertebrate	225878136	225870236	30.500000	10	31	31	NCBI RefSeq	GCF_026212275.2-RS_2023_02	2023/02/16	13141	11885	1189	na
GCF_002706865.2	PRJNA416314	SAMN05845584	MTZO00000000.1	representative genome	69820	69820	Spodoptera litura	strain=Ishihara	na	latest	Chromosome	Minor	Full	2017/10/25	ASM270686v3	Southwest University	GCA_002706865.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/706/865/GCF_002706865.2_ASM270686v3	na	na	na	haploid	invertebrate	429567674	418668461	36.500000	31	2396	12413	NCBI RefSeq	NCBI Spodoptera litura Annotation Release 100	2017/11/04	15962	14745	1015	31009677;24057247;28963452
GCF_000222465.1	PRJNA314803	SAMD00004206	BACK00000000.2	representative genome	70779	70779	Acropora digitifera	na	na	latest	Scaffold	Major	Full	2016/01/15	Adig_1.1	Okinawa Institute of Science and Technology	GCA_000222465.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/465/GCF_000222465.1_Adig_1.1	na	na	na	haploid	invertebrate	447478678	379269570	39.000000	0	2420	54400	NCBI RefSeq	NCBI Acropora digitifera Annotation Release 100	2016/03/10	32106	26073	5640	21785439;26656261
GCF_016086655.3	PRJNA687570	SAMN16628719	JADKYV000000000.1	representative genome	72036	72036	Lepeophtheirus salmonis	na	Lsal2020	latest	Chromosome	Minor	Full	2020/12/16	UVic_Lsal_1.2	University of Victoria	GCA_016086655.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/086/655/GCF_016086655.3_UVic_Lsal_1.2	na	na	na	haploid	invertebrate	647176227	647115781	31.000000	15	8065	8668	NCBI RefSeq	NCBI Lepeophtheirus salmonis Annotation Release 100	2021/04/10	18944	14014	4559	35404448;15987668
GCF_905220415.1	PRJNA792511	SAMEA7523360	na	representative genome	72248	72248	Colias croceus	na	na	latest	Chromosome	Major	Full	2021/02/16	ilColCroc2.1	WELLCOME SANGER INSTITUTE	GCA_905220415.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/220/415/GCF_905220415.1_ilColCroc2.1	na	na	na	haploid	invertebrate	324897031	324893731	33.500000	32	32	32	NCBI RefSeq	NCBI Colias croceus Annotation Release 100	2021/12/27	15772	13592	2068	na
GCF_003651465.1	PRJNA552586	SAMN07344805	NPMM00000000.1	representative genome	72781	72781	Formica exsecta	na	Colony F162	latest	Scaffold	Major	Full	2018/10/15	ASM365146v1	Centre of Excellence in Biological interactions, University of Helsinki	GCA_003651465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/651/465/GCF_003651465.1_ASM365146v1	na	na	na	haploid	invertebrate	277633851	243768110	36.000000	0	14521	14521	NCBI RefSeq	NCBI Formica exsecta Annotation Release 100	2019/07/03	13725	12081	1260	na
GCF_028750875.1	PRJNA944995	SAMN32944381	JAQOVI000000000.1	representative genome	74068	74068	Macrosteles quadrilineatus	na	MER2022	latest	Scaffold	Major	Full	2023/02/17	UCM_ALF_1.0	University of California Merced	GCA_028750875.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/750/875/GCF_028750875.1_UCM_ALF_1.0	na	na	na	haploid	invertebrate	1317891973	1317795678	34.000000	0	1164	1164	NCBI RefSeq	GCF_028750875.1-RS_2023_03	2023/03/16	24178	21979	2096	na
GCF_912999745.1	PRJNA794135	SAMEA7523121	CAJVWC000000000.1	representative genome	76193	76193	Papilio machaon	na	na	latest	Chromosome	Major	Full	2021/08/18	ilPapMach1.1	WELLCOME SANGER INSTITUTE	GCA_912999745.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/912/999/745/GCF_912999745.1_ilPapMach1.1	na	na	na	haploid	invertebrate	252114018	252112918	34.500000	31	33	33	NCBI RefSeq	NCBI Papilio machaon Annotation Release 101	2022/01/05	14718	13379	1238	na
GCF_000836215.1	PRJNA291535	SAMD00018697	BBJD00000000.1	representative genome	76194	76194	Papilio polytes	na	na	latest	Scaffold	Major	Full	2015/02/02	Ppol_1.0	Tokyo Institute of Technology	GCA_000836215.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/215/GCF_000836215.1_Ppol_1.0	na	na	na	haploid	invertebrate	227005758	218266874	34.000000	0	3873	14374	NCBI RefSeq	NCBI Papilio polytes Annotation Release 100	2015/07/30	12907	12178	659	25090394
GCF_020466585.1	PRJNA846874	SAMN16793753	JAFETG000000000.1	representative genome	77166	77166	Dendroctonus ponderosae	na	FM_Combo_2020	latest	Scaffold	Major	Full	2021/10/13	Dpon_F_20191213v2	Natural Resources Canada	GCA_020466585.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/466/585/GCF_020466585.1_Dpon_F_20191213v2	na	na	na	haploid	invertebrate	223597517	213852230	36.000000	0	2112	2112	NCBI RefSeq	NCBI Dendroctonus ponderosae Annotation Release 101	2022/06/08	15054	12777	2237	34637588
GCF_905475465.1	PRJNA823930	SAMEA7523287	CAJQFT000000000.2	representative genome	78633	78633	Pieris napi	na	na	latest	Chromosome	Major	Full	2022/01/30	ilPieNapi1.2	WELLCOME SANGER INSTITUTE	GCA_905475465.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/475/465/GCF_905475465.1_ilPieNapi1.2	na	na	na	haploid	invertebrate	319186907	319182007	34.000000	26	42	42	NCBI RefSeq	NCBI Pieris napi Annotation Release 100	2022/04/07	15372	12810	2360	na
GCF_000648675.2	PRJNA298750	SAMN02649412	JHUN00000000.2	representative genome	79782	79782	Cimex lectularius	strain=Harlan	CLEC.00	latest	Scaffold	Major	Full	2017/12/12	Clec_2.1	The i5k Initiative	GCA_000648675.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/675/GCF_000648675.2_Clec_2.1	na	na	na	haploid	invertebrate	510833625	510392358	35.000000	0	1573	2868	NCBI RefSeq	NCBI Cimex lectularius Annotation Release 101	2018/02/21	14647	11949	2479	na
GCF_020184175.1	PRJNA869080	SAMN18623971	JAGTJE000000000.1	representative genome	80765	80765	Aphis gossypii	na	Hap1	latest	Chromosome	Major	Full	2021/09/30	ASM2018417v2	Yangzhou University	GCA_020184175.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/184/175/GCF_020184175.1_ASM2018417v2	na	na	na	haploid	invertebrate	334855424	334826979	27.500000	4	504	504	NCBI RefSeq	NCBI Aphis gossypii Annotation Release 101	2022/08/17	18811	14853	2646	24865902
GCF_033807575.1	PRJNA1055067	SAMN30839292	JAPFFR000000000.1	representative genome	82600	82600	Cydia pomonella	na	Wapato2018A	latest	Chromosome	Major	Full	2023/11/21	ilCydPomo1	United States Department of Agriculture	GCA_033807575.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/807/575/GCF_033807575.1_ilCydPomo1	na	na	na	haploid	invertebrate	642246045	642222898	37.500000	28	216	216	NCBI RefSeq	GCF_033807575.1-RS_2023_12	2023/12/20	19562	16554	2797	na
GCF_000217595.1	PRJNA281950	SAMN02767796	ADOQ00000000.1	representative genome	83485	83485	Linepithema humile	na	na	latest	Scaffold	Major	Full	2011/06/10	Lhum_UMD_V04	The Ant Genomics Consortium	GCA_000217595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/595/GCF_000217595.1_Lhum_UMD_V04	na	na	na	haploid	invertebrate	219500750	213270824	37.500000	0	3030	18227	NCBI RefSeq	NCBI Linepithema humile Annotation Release 100	2015/04/23	12952	11610	1132	21282631
GCF_024542735.1	PRJNA880168	SAMN29759067	JANIEZ000000000.1	representative genome	85661	85661	Bombus huntii	na	Logan2020A	latest	Chromosome	Major	Full	2022/08/09	iyBomHunt1.1	USDA-ARS Ag100Pest	GCA_024542735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/542/735/GCF_024542735.1_iyBomHunt1.1	na	na	na	haploid	invertebrate	317402180	317398380	37.000000	18	225	225	NCBI RefSeq	NCBI Bombus huntii Annotation Release 100	2022/09/14	15072	11088	3555	na
GCF_023558435.1	PRJNA1062381	SAMN12703456	JAJOLL000000000.1	representative genome	89887	88886	Drosophila sulfurigaster albostrigata	strain=15112-1811.04	na	latest	Chromosome	Major	Full	2022/05/31	ASM2355843v2	University of California Berkeley	GCA_023558435.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/558/435/GCF_023558435.1_ASM2355843v2	na	na	na	haploid	invertebrate	168251146	168250946	38.000000	5	92	92	NCBI RefSeq	GCF_023558435.1-RS_2024_01	2024/01/11	16105	14253	1660	35485457
GCF_001313835.1	PRJNA301748	SAMN02869711	JPHQ00000000.1	representative genome	91411	91411	Polistes canadensis	na	GaletaPanama2010	latest	Scaffold	Major	Full	2015/10/13	ASM131383v1	CRG-Centre for Genomic Regulation	GCA_001313835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/313/835/GCF_001313835.1_ASM131383v1	na	na	na	haploid	invertebrate	211202212	197095956	32.000000	0	3836	19591	NCBI RefSeq	NCBI Polistes canadensis Annotation Release 100	2015/11/23	10560	9876	642	26483466
GCF_905147365.1	PRJNA740064	SAMEA7523300	CAJHVJ000000000.1	representative genome	91739	91739	Aricia agestis	na	na	latest	Chromosome	Major	Full	2021/01/28	ilAriAges1.1	Wellcome Sanger Institute	GCA_905147365.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/365/GCF_905147365.1_ilAriAges1.1	na	na	na	haploid	invertebrate	435265205	435264471	37.000000	23	25	25	NCBI RefSeq	NCBI Aricia agestis Annotation Release 100	2021/06/24	15412	12987	2271	na
GCF_032445375.1	PRJNA1079417	SAMN34403278	JASMSR000000000.1	representative genome	93214	75184	Bacillus rossius redtenbacheri	na	Brsri	latest	Chromosome	Major	Full	2023/10/11	Brsri_v3	University of Lausanne	GCA_032445375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/445/375/GCF_032445375.1_Brsri_v3	na	na	na	haploid	invertebrate	1605073380	1604715543	39.000000	18	1256	1256	NCBI RefSeq	GCF_032445375.1-RS_2024_02	2024/02/23	19298	14448	4381	na
GCF_004193835.3	PRJNA525080	SAMN08335163	PPXJ00000000.1	representative genome	93504	93504	Ostrinia furnacalis	na	ACB-3	latest	Scaffold	Minor	Full	2019/02/13	ASM419383v2	Institute of Plant Physiology and Ecology,SIBS,CAS	GCA_004193835.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/193/835/GCF_004193835.3_ASM419383v2	na	na	na	haploid	invertebrate	435187609	435181427	37.500000	0	6268	6268	NCBI RefSeq	NCBI Ostrinia furnacalis Annotation Release 100	2019/03/12	17154	15396	1595	na
GCF_947563725.1	PRJNA970801	SAMEA10978988	CANOBD000000000.1	representative genome	94029	94029	Argiope bruennichi	na	na	latest	Chromosome	Major	Full	2022/12/13	qqArgBrue1.1	WELLCOME SANGER INSTITUTE	GCA_947563725.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/563/725/GCF_947563725.1_qqArgBrue1.1	na	na	na	haploid	invertebrate	1778384155	1778345938	29.500000	13	29	29	NCBI RefSeq	GCF_947563725.1-RS_2023_05	2023/05/10	37666	18361	19098	33410470
GCF_947086385.1	PRJNA1019723	SAMEA110187692	CAMTYR000000000.1	representative genome	94469	94469	Phlebotomus argentipes	na	na	latest	Scaffold	Major	Full	2022/10/22	Phlebotomus argentipes genome assembly	Liverpool John Moores University	GCA_947086385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/086/385/GCF_947086385.1_Phlebotomus_argentipes_genome_assembly	na	na	na	haploid	invertebrate	97615085	97614888	41.500000	0	64	64	NCBI RefSeq	GCF_947086385.1-RS_2023_09	2023/09/26	10843	10540	295	na
GCF_027943255.1	PRJNA950966	SAMN24809119	JAPTHP000000000.1	representative genome	95512	95512	Anastrepha obliqua	na	idAnaObli1	latest	Chromosome	Major	Full	2023/01/24	idAnaObli1_1.0	United States Department of Agriculture	GCA_027943255.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/943/255/GCF_027943255.1_idAnaObli1_1.0	na	na	na	haploid	invertebrate	836742189	836741289	37.000000	6	205	205	NCBI RefSeq	GCF_027943255.1-RS_2023_03	2023/03/31	18206	14353	2033	na
GCF_024679095.1	PRJNA883401	SAMN19679052	JAHNEI000000000.1	representative genome	95602	95602	Eriocheir sinensis	breed=Jianghai 21	na	latest	Chromosome	Major	Full	2022/08/16	ASM2467909v1	Shanghai Ocean University	GCA_024679095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/679/095/GCF_024679095.1_ASM2467909v1	na	na	na	haploid	invertebrate	1765827443	1667380328	41.000000	70	2160	2160	NCBI RefSeq	NCBI Eriocheir sinensis Annotation Release 100	2022/09/22	30289	19615	10016	36112682
GCF_024586455.1	PRJNA875056	SAMN28021317	JAMJQZ000000000.1	representative genome	98809	98809	Bactrocera neohumeralis	na	Rockhampton	latest	Chromosome	Major	Full	2022/08/09	APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2	Applied Genomics Initiative Consortium	GCA_024586455.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/586/455/GCF_024586455.1_APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2	na	na	na	haploid	invertebrate	577326612	577095812	36.500000	5	5158	5158	NCBI RefSeq	NCBI Bactrocera neohumeralis Annotation Release 100	2022/08/30	17402	13929	2447	na
GCF_000204515.1	PRJNA271903	SAMN02953789	AEVX00000000.1	representative genome	103372	103372	Acromyrmex echinatior	na	na	latest	Scaffold	Major	Full	2011/05/03	Aech_3.9	Beijing Genomics Institute, Shenzhen	GCA_000204515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/515/GCF_000204515.1_Aech_3.9	na	na	na	haploid	invertebrate	295944863	288510352	33.500000	0	4339	16583	NCBI RefSeq	NCBI Acromyrmex echinatior Annotation Release 100	2015/01/08	12253	11219	957	21719571
GCF_025200985.1	PRJNA922093	SAMN28191681	JAMKOV000000000.1	representative genome	103775	103775	Drosophila gunungcola	strain=Sukarami	na	latest	Chromosome	Major	Full	2022/09/15	Dgunungcola_SK_2	National Central University	GCA_025200985.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/200/985/GCF_025200985.1_Dgunungcola_SK_2	na	na	na	haploid	invertebrate	189841955	189841955	40.000000	6	351	351	NCBI RefSeq	GCF_025200985.1-RS_2023_01	2023/01/12	15233	13887	1193	36930539
GCF_011952205.1	PRJNA623924	SAMN13353518	JAAQOX000000000.1	representative genome	103933	103933	Bombus bifarius	na	JDL3187	latest	Scaffold	Major	Full	2020/04/03	Bbif_JDL3187	University of Alabama	GCA_011952205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/952/205/GCF_011952205.1_Bbif_JDL3187	na	na	na	haploid	invertebrate	266784621	266784511	38.000000	0	1249	1249	NCBI RefSeq	NCBI Bombus bifarius Annotation Release 100	2020/04/13	13325	11148	1653	na
GCF_003227725.1	PRJNA476946	SAMN08810141	QANI00000000.1	representative genome	104421	104421	Camponotus floridanus	strain=SB8	na	latest	Scaffold	Major	Full	2018/06/14	Cflo_v7.5	University of Pennsylvania	GCA_003227725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/227/725/GCF_003227725.1_Cflo_v7.5	na	na	na	haploid	invertebrate	284009182	282237277	34.500000	0	657	657	NCBI RefSeq	NCBI Camponotus floridanus Annotation Release 102	2018/06/27	14020	12512	1158	29874592
GCF_001188975.3	PRJNA293367	SAMN03840585	LGAM00000000.2	representative genome	104688	104688	Bactrocera oleae	na	Demokritus	latest	Scaffold	Major	Full	2019/04/30	MU_Boleae_v2	McGill University	GCA_001188975.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/975/GCF_001188975.3_MU_Boleae_v2	na	na	na	haploid	invertebrate	484931532	458433241	34.500000	0	38160	38160	NCBI RefSeq	NCBI Bactrocera oleae Annotation Release 101	2020/09/15	16147	12968	2653	14986921
GCF_002891405.2	PRJNA432597	SAMN06690155	NEVH00000000.1	representative genome	105785	105785	Cryptotermes secundus	na	na	latest	Scaffold	Minor	Full	2018/01/17	Csec_1.0	Westfaelische Wilhelms-University	GCA_002891405.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/891/405/GCF_002891405.2_Csec_1.0	na	na	na	haploid	invertebrate	1018932804	998064252	41.000000	0	55483	55483	NCBI RefSeq	NCBI Cryptotermes secundus Annotation Release 101	2020/04/20	15413	13170	2012	na
GCF_024137745.1	PRJNA1003926	SAMN26366290	JAKZJS000000000.1	representative genome	108790	108790	Phymastichus coffea	na	CEN01	latest	Contig	Major	Full	2022/06/30	Cenicafe_Pcof_1.1	National Coffee Research Center - CENICAFE	GCA_024137745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/137/745/GCF_024137745.1_Cenicafe_Pcof_1.1	na	na	na	haploid	invertebrate	421229823	421229823	39.000000	0	389	389	NCBI RefSeq	GCF_024137745.1-RS_2023_08	2023/08/10	13084	12046	800	na
GCF_014356525.2	PRJNA695432	SAMN13382557	WOVF00000000.1	representative genome	108931	108931	Nilaparvata lugens	na	BPH	latest	Chromosome	Minor	Full	2020/09/09	ASM1435652v1	Huazhong Agricultural University	GCA_014356525.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/356/525/GCF_014356525.2_ASM1435652v1	na	na	na	haploid	invertebrate	1085539448	1085086548	34.500000	16	6874	6874	NCBI RefSeq	NCBI Nilaparvata lugens Annotation Release 101	2021/02/12	20891	18139	2546	32780934
GCF_002443255.2	PRJNA413423	SAMD00093521	BEIS00000000.1	representative genome	109461	109461	Varroa destructor	na	na	latest	Scaffold	Minor	Full	2017/09/27	Vdes_3.0	Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology	GCA_002443255.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/443/255/GCF_002443255.2_Vdes_3.0	na	na	na	haploid	invertebrate	368796621	368525286	41.000000	0	1354	1354	NCBI RefSeq	NCBI Varroa destructor Annotation Release 100	2021/06/07	12866	10241	2523	12446822
GCF_028476545.1	PRJNA1009126	SAMN31017467	JAPYMB000000000.1	representative genome	109671	109671	Physella acuta	na	Inbredline_101_S28	latest	Contig	Major	Full	2023/02/06	ASM2847654v2	CEFE CNRS	GCA_028476545.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/476/545/GCF_028476545.1_ASM2847654v2	na	na	na	haploid	invertebrate	702081636	702081636	37.000000	0	2741	2741	NCBI RefSeq	GCF_028476545.1-RS_2023_08	2023/08/25	31810	24894	6199	25368439
GCF_001412225.1	PRJNA339573	SAMN03733533	LJCH00000000.1	representative genome	110193	110193	Nicrophorus vespilloides	na	i.1.1-1	latest	Scaffold	Major	Full	2015/10/23	Nicve_v1.0	University of Georgia	GCA_001412225.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/225/GCF_001412225.1_Nicve_v1.0	na	na	na	haploid	invertebrate	195273382	192062784	32.000000	0	4650	4650	NCBI RefSeq	NCBI Nicrophorus vespilloides Annotation Release 100	2016/08/23	13761	12642	983	na
GCF_947172395.1	PRJNA914314	SAMEA9252597	CAMWEB000000000.1	representative genome	110368	110368	Bicyclus anynana	na	na	latest	Chromosome	Major	Full	2022/10/28	ilBicAnyn1.1	WELLCOME SANGER INSTITUTE	GCA_947172395.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/172/395/GCF_947172395.1_ilBicAnyn1.1	na	na	na	haploid	invertebrate	457159770	457022170	36.500000	28	82	82	NCBI RefSeq	GCF_947172395.1-RS_2022_12	2022/12/21	15144	13577	1476	na
GCF_905220565.1	PRJNA787967	SAMEA7523475	na	representative genome	113334	113334	Melitaea cinxia	na	na	latest	Chromosome	Major	Full	2021/02/16	ilMelCinx1.1	WELLCOME SANGER INSTITUTE	GCA_905220565.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/220/565/GCF_905220565.1_ilMelCinx1.1	na	na	na	haploid	invertebrate	499397863	499372863	34.000000	31	31	31	NCBI RefSeq	NCBI Melitaea cinxia Annotation Release 100	2021/12/13	17197	13771	3071	25189940
GCF_000365465.3	PRJNA316108	SAMN02364452	AOMJ00000000.3	representative genome	114398	114398	Parasteatoda tepidariorum	strain=Goettingen	na	latest	Scaffold	Major	Full	2019/06/14	Ptep_3.0	The i5k Initiative	GCA_000365465.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/465/GCF_000365465.3_Ptep_3.0	na	na	na	haploid	invertebrate	1228972128	1209990961	29.500000	0	59853	84235	NCBI RefSeq	NCBI Parasteatoda tepidariorum Annotation Release 102	2021/08/09	23655	19750	3760	28756775
GCF_011865705.1	PRJNA625282	SAMN10185932	REGU00000000.1	representative genome	115081	115081	Megalopta genalis	na	nest CK6	latest	Scaffold	Major	Full	2020/04/01	USU_MGEN_1.2	Utah State University	GCA_011865705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/865/705/GCF_011865705.1_USU_MGEN_1.2	na	na	na	haploid	invertebrate	390114368	365425628	40.500000	0	14059	14059	NCBI RefSeq	NCBI Megalopta genalis Annotation Release 100	2020/04/14	12793	10425	2280	32471944
GCF_914767665.1	PRJNA788959	SAMEA7520208	CAJZBN000000000.1	representative genome	115357	115357	Harmonia axyridis	na	na	latest	Chromosome	Major	Full	2021/09/16	icHarAxyr1.1	WELLCOME SANGER INSTITUTE	GCA_914767665.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/914/767/665/GCF_914767665.1_icHarAxyr1.1	na	na	na	haploid	invertebrate	425524972	425487872	35.000000	8	13	13	NCBI RefSeq	NCBI Harmonia axyridis Annotation Release 100	2021/12/20	18548	13899	4236	na
GCF_905163445.1	PRJNA706764	SAMEA7532732	CAJHZN000000000.1	representative genome	116150	116150	Pararge aegeria	na	na	latest	Chromosome	Major	Full	2021/01/28	ilParAegt1.1	Wellcome Sanger Institute	GCA_905163445.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/163/445/GCF_905163445.1_ilParAegt1.1	na	na	na	haploid	invertebrate	516571003	516569005	36.000000	29	70	70	NCBI RefSeq	NCBI Pararge aegeria Annotation Release 100	2021/03/05	14745	13515	997	na
GCF_024364675.1	PRJNA866502	SAMN27531685	JALKMD000000000.1	representative genome	116153	116153	Aethina tumida	na	Nest 87	latest	Complete Genome	Major	Full	2022/07/22	icAetTumi1.1	USDA Ag100Pest	GCA_024364675.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/364/675/GCF_024364675.1_icAetTumi1.1	na	na	na	haploid	invertebrate	259967705	259964805	28.000000	8	8	8	NCBI RefSeq	NCBI Aethina tumida Annotation Release 101	2022/08/05	15157	13131	1959	na
GCF_022539665.2	PRJNA919018	SAMN25047845	JAKKWT000000000.3	representative genome	120202	120202	Daphnia carinata	strain=CSIRO-1	na	latest	Chromosome	Major	Full	2023/08/08	CSIRO_AGI_Dcar_HiC_V3	Australian Pest Genome Partnership	GCA_022539665.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/665/GCF_022539665.2_CSIRO_AGI_Dcar_HiC_V3	na	na	na	haploid	invertebrate	108144665	108130765	40.500000	10	105	105	NCBI RefSeq	GCF_022539665.2-RS_2023_09	2023/09/08	18849	13206	4721	na
GCF_000006295.1	PRJNA19807	SAMN02953682	AAZO00000000.1	representative genome	121224	121225	Pediculus humanus corporis	strain=USDA	na	latest	Scaffold	Major	Full	2007/04/23	JCVI_LOUSE_1.0	The human body louse genome consortium	GCA_000006295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/295/GCF_000006295.1_JCVI_LOUSE_1.0	na	na	na	haploid	invertebrate	110781312	108367462	27.500000	0	1882	8555	The human body louse genome consortium	Annotation submitted by The human body louse genome consortium	2024/01/05	10978	10758	219	20566863
GCF_963422355.1	PRJNA1067648	SAMEA9361900	CAUJSA000000000.1	representative genome	121492	121492	Corticium candelabrum	na	na	latest	Chromosome	Major	Full	2023/09/11	ooCorCand1.1	WELLCOME SANGER INSTITUTE	GCA_963422355.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/422/355/GCF_963422355.1_ooCorCand1.1	na	na	na	haploid	invertebrate	185491545	185436145	41.500000	22	115	115	NCBI RefSeq	GCF_963422355.1-RS_2024_01	2024/01/24	22547	20197	2148	na
